symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CACNB3	0.005872009546738388	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04829504912243107	No data	1	0	0	1	0	0	0.9586799999999996	No data	-0.3259012294227964	-0.9024419575213349	0	No data	No data	-0.17355249999999992	0.5	-1
NPL	0.00587045408875122	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04828225607104035	No data	No data	1	0	0	0	0	0.28125	No data	0.2783913315274016	-0.6714697843793477	0	No data	No data	0	0.5	-1
FOCAD	0.005867823919563087	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04826062392805248	No data	No data	0	0	0	0	0	0.19211499999999973	No data	-0.04146697228589291	-0.5173261297492578	0	No data	No data	No data	0.5	-1
BAZ1B	0.005863559766232466	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04822555288586008	No data	No data	0	0	0	0	0	0.5650700000000001	No data	-0.9741612836007502	-0.9441325033419667	0	No data	No data	0	-1	-1
PHLPP1	0.0058627595193722504	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04821897115926094	No data	No data	1	0	1	1	0	0.26034000000000007	No data	-0.8153782037924567	-0.2968774632995319	0	No data	No data	0	0.5	-1
CMAS	0.005862125365488607	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04821375548433433	No data	No data	0	0	0	0	0	0.7119799999999998	No data	-0.5830381329443635	0	0	No data	No data	No data	-1	-1
CDC42SE2	0.005860561671665979	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.048200894696323826	No data	No data	1	0	0	0	0	1	No data	-0.3569493644509273	No data	0	No data	No data	0	-1	-1
TCP1	0.00585777200379883	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0481779507372572	No data	No data	0	0	0	0	0	0.8201450000000001	No data	-0.8170452177536986	No data	-1	No data	No data	0	-1	-1
DNAH1	0.005856105959628876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04816424815649882	No data	No data	0	0	0	0	0	0.4560400000000001	No data	-0.5242758908105856	-0.07111921332956656	0	No data	No data	0	-1	0
FAM149B1	0.005856105959628876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04816424815649882	No data	No data	0	0	0	0	0	0	No data	0.17180662638049604	0	0	No data	No data	0	-1	-1
SPCS1	0.005855750453132052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04816132425053599	No data	No data	0	0	0	0	0	0.6568649999999998	No data	0.2680766826422172	No data	0	No data	No data	No data	-1	-1
SPATA13	0.005848595066424266	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04810247391151799	No data	No data	0	0	0	0	0	0	No data	-0.545009376953532	-0.05377051238253633	0	No data	No data	0	0.5	-1
SMIM3	0.0058421601033925765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04804954878371586	No data	No data	0	0	0	0	0	0	No data	0.9962492185872056	No data	0	No data	No data	No data	0.5	-1
AP1S2	0.005836375839277341	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04800197540745362	No data	No data	0	0	0	0	0	0.46875	No data	-0.5544905188580954	-0.3135899462099387	0	No data	No data	-0.609375	1	-1
PTPRN2	0.005833917869806612	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04798175954176312	No data	No data	0	0	0	0	0	0	No data	-0.41394040425088563	0	0	No data	No data	0	0.5	0
COA1	0.0058290508449989125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047941730110561236	No data	No data	0	0	0	0	0	No data	No data	0.435507397374453	No data	0	No data	No data	No data	-1	-1
PNMA2	0.005825042897388358	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047908766263143894	No data	No data	0	0	0	0	0	0	No data	0.1982704730152116	No data	0	No data	No data	0	1	0
PRMT7	0.005824176699964354	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047901642118196745	No data	No data	0	0	1	1	0	0.24855500000000036	1	0.09606167951656586	-0.17176738708571698	0	No data	No data	0	-1	0
RAB3A	0.005820641415791821	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04787256574810312	No data	No data	0	0	0	0	0	0.9545450000000002	No data	-0.7223379870806418	No data	0	No data	No data	-0.5681825	1	0
RTRAF	0.005812521767953241	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04780578472738103	No data	No data	0	0	0	0	0	0.8565550000000002	No data	-0.3894561366951448	-0.05905544609812324	0	No data	No data	No data	-1	-1
PCBP1-AS1	0.0058079816791931855	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04776844422104469	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
APMAP	0.0058017557250695405	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047717238112157744	No data	No data	1	0	0	0	0	0.45913499999999985	No data	0.44571785788705975	-0.32326503992784306	0	No data	No data	No data	0.5	-1
PGM2L1	0.0057978896686141585	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04768544126562052	No data	No data	0	0	0	0	0	0.6623800000000003	No data	-0.5009376953531985	No data	0	No data	No data	0	0.5	0
PPP2CB	0.005796533789879364	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04767428967780723	No data	0.5	0	0	0	0	0	1	No data	-0.46540946030423	0	0	No data	No data	-0.9352750000000001	-1	-1
RUNDC1	0.005796103267002641	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04767074879060086	No data	No data	0	0	0	0	0	0.46982	No data	-0.26203375703271514	0	0	No data	No data	No data	-1	-1
BRAF	0.005791937418318049	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04763648626679916	No data	1	0	0	1	1	1	0.6475200000000001	1	-0.8778912273390289	-0.9692752647997038	0	-1	-1	0	-1	-1
CUX1	0.005789841687011206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04761924967247727	No data	No data	0	0	0	0	0	0.4086399999999998	No data	-0.9290477182746406	-0.8780802024937495	0	No data	No data	0	-1	-1
KCNJ16	0.005787159676598011	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04759719115509559	No data	No data	0	0	0	0	0	0.6172249999999998	No data	0.7337987080641801	-0.23254160433628684	0	No data	No data	0	0.75	0
CTDSP2	0.0057862528518128715	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04758973286552791	No data	No data	0	0	0	0	0	0.723245	No data	-0.29974994790581366	No data	0	No data	No data	-0.08671500000000006	-1	-1
NDUFA4	0.0057854329951420504	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047582989855681705	No data	1	0	0	0	1	0	0.4444450000000003	No data	0.5390706397166076	No data	0	No data	No data	-0.07407500000000003	0.5	-1
PM20D2	0.0057806480389564745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04754363540773817	No data	No data	0	0	0	0	0	0.048165000000000194	No data	0.1026255469889561	No data	0	No data	No data	No data	-1	-1
ALAS1	0.005778447612726885	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.04448588374936763	No data	1	0	0	0	0	0	0.5859400000000001	No data	-0.5106272140029173	-0.43664574443225135	0	No data	No data	0	0.75	-1
NDUFA2	0.005775909382199296	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04750466175501491	No data	1	0	0	0	0	0	0.2929299999999998	No data	-0.3655969993748698	No data	0	No data	No data	No data	-1	-1
BUD31	0.005775909382199296	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04750466175501491	No data	No data	0	0	0	0	0	1	No data	-0.05209418628881013	No data	-1	No data	No data	No data	-1	-1
MRPL55	0.005772375237080901	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047475594753209095	No data	No data	0	0	0	0	0	0	No data	0.25776203375703277	No data	0	No data	No data	No data	-1	-1
CHL1	0.005769448209482187	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0474515210625011	No data	No data	1	1	0	0	0	0.1870899999999999	No data	-0.32704730152115025	-0.25087708865566993	0	No data	No data	0	0.5	0
PSMC5	0.005768974199660682	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0474476225116844	No data	1	1	0	1	0	0	1	No data	-0.6841008543446552	No data	-1	No data	No data	0	-1	-1
CARTPT	0.005764298040839661	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04740916288075772	No data	No data	0	1	0	0	0	0.8275849999999998	No data	0.4653052719316524	-0.7930999565334031	0	No data	No data	No data	1	0
PPM1H	0.00574956308413236	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04728797345619501	No data	No data	0	0	0	0	0	0.815175	No data	-0.625130235465722	No data	0	No data	No data	0	0.5	0
PKM	0.005743745975682382	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04724012994774938	No data	No data	0	0	1	1	1	0.8870049999999999	0	-0.6481558658053761	No data	-1	No data	No data	-0.2702449999999999	0.5	-1
ERBB3	0.005742495067789836	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04722984170525977	No data	1	1	1	1	1	1	0.5342750000000003	0	-0.2790164617628673	-0.9663720077189322	0	No data	-1	0	-1	0
HEG1	0.005741976703609337	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04722557835668017	No data	No data	1	0	0	0	0	0	No data	-0.40831423213169415	-0.887138473487829	0	No data	No data	No data	-1	-1
SLITRK4	0.00572768355712887	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04710802265349306	No data	No data	1	0	0	0	0	0.862605	No data	-0.5971035632423422	0	0	No data	No data	0	0.5	0
CCSER2	0.0057211370558986965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04705418016635561	No data	No data	0	0	0	0	0	0.016235000000000353	No data	-0.646280475098979	-0.4818501433450717	0	No data	No data	0	-1	-1
BEGAIN	0.005718861161191537	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04703546179646795	No data	No data	0	0	0	0	0	0.20751500000000006	No data	-0.7267138987289019	No data	0	No data	No data	No data	0.75	0
ENSG00000279322	0.005717888260571979	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047027460058248885	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ALS2	0.00571715867912794	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04702145952786857	No data	No data	0	0	0	0	0	0.5986699999999999	No data	-0.4772869347780788	-0.7169261587531991	0	No data	No data	0	1	-1
ENSG00000275512	0.0057121666316968505	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04698040183305609	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATP1B1	0.005711873087620555	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04697798754447712	No data	1	1	0	1	0	0	0.7029699999999999	No data	-0.9389456136695145	-0.8840749036852175	0	-1	No data	0	0.5	-1
ACTR10	0.005703848487515515	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04691198825527705	No data	No data	1	0	0	0	0	0.76019	No data	-0.3093352781829548	No data	-1	No data	No data	0	-1	-1
TUBGCP2	0.005702439832811909	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046900402605157494	No data	No data	0	0	0	0	0	0.5620849999999997	No data	-0.2825588664305063	-0.4871350770606589	-1	No data	No data	0	-1	-1
LAGE3	0.005698742247723608	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046869991371651744	No data	No data	0	0	0	0	0	0	No data	0.8309022713065222	0	0	No data	No data	0	-1	-1
CCT8	0.005695720247426992	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046845136566561356	No data	No data	0	0	0	0	0	0.835765	No data	-0.7185872056678475	No data	-1	No data	No data	0	-1	-1
HCG18	0.005692312418323092	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04681710846601694	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDRG4	0.0056904902509408595	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04680212183111219	No data	No data	1	0	0	0	0	0.8153399999999997	No data	-0.40185455303188167	-0.5907693915496134	0	No data	No data	-0.06960250000000005	0.5	0
IP6K2	0.00568931639338715	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04679246729840616	No data	No data	0	0	1	1	0	0.83568	No data	-0.7327568243384038	-0.7473897924708517	0	No data	No data	0	-1	-1
TRIL	0.005687886439227255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04678070646834529	No data	No data	0	0	0	0	0	0.4019750000000002	No data	No data	0	0	No data	No data	0	1	0
PEX14	0.0056877153425424236	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04677929926307206	No data	No data	0	0	0	1	0	0.6551699999999997	No data	-0.47447384871848297	-0.4025761376112691	0	No data	No data	No data	-1	-1
DNAJC7	0.0056874267912993375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046776926038650635	No data	No data	0	0	0	0	0	0.8582999999999998	No data	-0.7700562617211919	-0.5122913615468522	0	No data	No data	0	-1	-1
GGNBP2	0.005681450511447453	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04672777340585621	No data	No data	0	0	0	0	0	0.813485	No data	No data	-0.8757491611520631	0	No data	No data	No data	-1	-1
MAPK9	0.005668084263693015	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046617841092779215	No data	0.5	1	0	1	1	1	0.7641500000000001	1	-0.4771827464055012	-0.7819046542476945	0	-1	No data	-0.6167449999999999	-1	-1
PAFAH1B3	0.005663195231517325	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04657763065933105	No data	No data	0	0	0	0	0	0.8051949999999998	No data	0.08085017712023346	No data	0	No data	No data	-0.03679749999999995	-1	-1
SNRPA	0.005648015571198825	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046452783716404863	No data	No data	0	0	0	0	0	0.8049649999999999	No data	0.5305271931652427	No data	0	No data	No data	0	-1	-1
BCAS2	0.005647551276448799	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04644896506836259	No data	No data	0	0	0	0	0	1	No data	0.4794748906022088	No data	-1	No data	No data	No data	-1	-1
BBS2	0.0056402833454166695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.0418297081129189	No data	No data	0	0	0	0	0	0.5006950000000003	No data	0.19108147530735575	-0.822593680574509	0	No data	No data	No data	-1	-1
TBCB	0.005636685442644532	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04635959771070481	No data	No data	0	0	0	0	0	0.44671999999999984	No data	-0.014273807043133968	No data	-1	No data	No data	No data	0.5	-1
ATG3	0.0056365716977657175	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046358662202261564	No data	No data	1	0	0	0	0	0.8726100000000002	No data	-0.2367159824963534	-0.6417722375787301	0	No data	No data	No data	-1	-1
TM4SF1	0.005627560360166606	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04628454737180296	No data	No data	0	0	0	0	0	0	No data	0.19920816836841015	No data	0	No data	No data	0	-1	-1
NFU1	0.005627231055280178	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046281838964137796	No data	No data	0	0	0	0	0	0.35039500000000035	No data	0.38039174828089184	No data	0	No data	No data	No data	-1	-1
ASTN1	0.005626741637349715	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04627781368747484	No data	No data	0	0	0	0	0	0.8956699999999997	No data	-0.8752865180245885	-0.28070510410296706	0	No data	No data	0	0.5	0.5
IFRD1	0.005621534777936984	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04623498924567006	No data	No data	1	0	0	0	0	0.7006650000000001	No data	-0.29349864555115646	0	0	No data	No data	0	-1	-1
EEF2K	0.005621044403980247	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04623095610605397	No data	No data	0	0	1	1	0	0.4758600000000001	No data	0.2096270056261722	-0.19510956475632363	0	No data	No data	0	0.5	0
RHOJ	0.005619260625561509	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04621628520579899	No data	No data	1	0	0	0	0	0.6495350000000002	No data	0.1378412169201917	-0.7314393470876864	0	No data	No data	-0.29906499999999986	-1	0
ANTKMT	0.005616483993581617	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046193448461955784	No data	No data	0	0	0	0	0	0	No data	0.693998749739529	-0.17669807060708642	0	No data	No data	0	-1	0
FAM107A	0.0056132909936454	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04616718724975234	No data	No data	0	0	0	0	0	0.54861	No data	0.9428005834548865	No data	0	No data	No data	0	0.75	0
ECHDC1	0.005610724138322484	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046146075839267775	No data	No data	0	0	0	0	0	0.11959999999999979	No data	0.6272140029172744	-0.17077894484562928	0	No data	No data	0	-1	-1
ZC3H3	0.005607833316575065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04612229992794058	No data	No data	0	0	0	0	0	0	No data	-0.6154407168160033	No data	0	No data	No data	0	-1	-1
RAB33A	0.005606651171132099	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04611257723049202	No data	No data	0	0	0	0	0	0.9156100000000003	No data	-0.46280475098978957	0	0	No data	No data	0	0.5	0
MAGED1	0.005605257682453642	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046101116315171296	No data	No data	0	0	0	0	0	0.37017999999999984	No data	-0.8511148155865805	-0.7947806592238743	0	No data	No data	0	-1	-1
TMEM14A	0.005599038093993178	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0460499625614472	No data	No data	0	0	0	0	0	0.24242500000000006	No data	0.5465722025421962	No data	0	No data	No data	0	-1	-1
C1orf43	0.005594587331859219	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04601335673269626	No data	No data	0	0	0	0	0	0.7826099999999997	No data	-0.08647634923942493	-0.17077894484562928	0	No data	No data	No data	-1	-1
CFL2	0.005594587331859219	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04601335673269626	No data	No data	1	0	0	0	0	0.9698799999999999	No data	0.6320066680558449	-0.5957494514597441	0	No data	No data	-0.5180724999999999	0.75	-1
NRXN3	0.005593145942251223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04600150185041642	No data	No data	0	0	0	0	0	0.9076999999999998	No data	-0.9718691394040425	No data	0	No data	No data	-0.17090999999999995	0.5	0
NDUFB11	0.005592659097772637	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0459974977394181	No data	1	0	0	0	0	0	0	No data	-0.4279016461762867	No data	0	No data	No data	No data	0.5	-1
CORO2B	0.005590611318008009	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045980655528325386	No data	No data	1	0	0	0	0	0.90625	No data	-0.4598874765576162	-0.1271253923548818	0	No data	No data	-0.13020749999999987	0.5	0
GMPR2	0.005583437202504658	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045921651152074534	No data	No data	0	0	0	0	1	0.7557450000000003	No data	0.42675557407793296	No data	0	No data	No data	-0.4755749999999999	-1	-1
MITF	0.005581762477923863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04590787717823266	No data	No data	0	0	0	1	0	0.724335	No data	-0.7452594290477182	-0.900922136404041	0	No data	No data	0	-1	-1
CLN8	0.005580489586897515	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04589740813281377	No data	No data	0	0	0	0	0	0.2832149999999999	No data	0.31975411544071686	-0.9195150905921456	0	No data	No data	0	-1	-1
HSPBP1	0.005578284307873161	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04587927055010684	No data	No data	0	0	0	0	1	0.7493049999999997	No data	-0.3150656386747239	0	0	No data	No data	0	-1	-1
NEDD1	0.0055772275637985804	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04587057923130269	No data	No data	0	0	0	0	0	0.2727249999999998	No data	-0.6063763284017504	-0.07755271410267717	-1	No data	No data	0	-1	-1
VMP1	0.005575044887885521	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04585262755060453	No data	No data	0	0	0	0	0	0.7044350000000001	No data	-0.715148989372786	-0.05905544609812324	-1	No data	No data	0	-1	-1
SNAP23	0.005573672815794273	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04584134277858247	No data	No data	1	0	0	0	0	0.36019000000000007	No data	-0.6602417170243801	0	0	No data	No data	0	-1	-1
RTN3	0.005572269415692544	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.03823066537542309	No data	No data	0	0	0	0	0	0	No data	-0.3506980620962701	No data	0	No data	No data	0	0.5	-1
